Code,Days,Times,Location
3254,MW,1:00- 2:50p,HH 161
3255,TuTh,3:00- 4:50p,DRA 148
3268,SuMTuWThF,6:30-10:50pSa 8:00-10:50p,SCS 272SCS 272
3269,SuMTuWThF,6:30-10:50pSa 8:00-10:50p,SCS 272SCS 272
3270,SuMTuWThF,6:30-10:50pSa 8:00-10:50p,SCS 272SCS 272
3271,SuMTuWThF,6:30-10:50pSa 8:00-10:50p,SCS 272SCS 272
3380,MW,11:00-12:50p,STU4 209
3385,MW,1:00- 2:50p,PSTU 1110
3390,MW,11:00-12:50pF 11:00- 2:50p,CAC G030STU4 209
3395,TuTh,3:30- 4:50p,PSTU 1110
3400,TuTh,11:00-11:50 ,STU4 209
3405,TuTh,2:00- 2:50p,PSTU 1110
3415,MW,2:00- 2:50p,ACT 1203
3420,MW,11:00-11:50 ,ACT 1203
3425,MW,1:00- 1:50p,ACT 1203
3430,TuTh,11:00-12:50p,UCI BARN
3435,TuTh,1:00- 2:50p,UCI BARN
3440,TuTh,11:00-12:50p,PSTU 1110
3450,MTuWTh,10:00-10:50 ,PSTU 1110
3457,MW,1:00- 2:50p,HH 161
3458,TuTh,3:00- 4:50p,DRA 148
3462,TuTh,3:00- 4:50p,STU4 209
3479,W,3:00- 4:50p,CAC 3100B
3482,W,3:00- 4:50p,CAC 3100B
3485,W,3:00- 4:50p,CAC 3100B
3488,W,3:00- 4:50p,CAC 3100B
3492,W,3:00- 4:50p,CAC 3100B
3495,W,3:00- 4:50p,CAC 3100B
3504,W,3:00- 4:50p,CAC 3100B
3506,W,3:00- 4:50p,CAC 3100B
3508,W,3:00- 4:50p,CAC 3100B
3579,TuTh,8:00- 9:50 ,ON LINE
3584,TuTh,1:00- 2:50p,CAC 3100B
3586,M,12:00- 2:50p,CAC 3100B
3588,MW,10:00-11:50 ,STU4 101
3590,TuTh,10:00-11:50 ,STU4 101
3594,F,8:30- 2:50p,DS 124
3596,MW,1:00- 2:50p,CAC G203
3603,M,3:00- 4:50p,CAC 3100B
3604,F,10:00-10:50 ,STU4 209
3607,MW,10:00-11:50 ,CAC G203
3608,W,1:00- 2:50p,STU4 101
3610,MW,1:00- 2:50p,DRA 148
3611,TuTh,10:00-11:50 ,DRA 148
3612,Th,1:00- 3:50p,CAC 1021
3613,Th,10:00-12:50p,MAB 129
42000,MWF,1:00- 1:50p,ALP 1300
42001,M,10:00-10:50 ,RH 184
42002,M,11:00-11:50 ,RH 184
42003,W,10:00-10:50 ,RH 184
42004,Tu,9:00- 9:50 ,RH 184
42005,Tu,10:00-10:50 ,RH 184
42006,Tu,11:00-11:50 ,RH 184
42007,Th,2:00- 2:50p,RH 184
42008,Th,3:00- 3:50p,RH 184
42009,F,11:00-11:50 ,RH 184
42010,F,3:00- 3:50p,RH 184
42011,F,12:00-12:50p,RH 184
42012,W,9:00- 9:50 ,RH 184
42025,TuTh,12:30- 1:50p,PCB 1100
42026,M,9:00- 9:50 ,RH 204
42027,M,10:00-10:50 ,RH 204
42028,M,11:00-11:50 ,RH 204
42029,Tu,1:00- 1:50p,RH 204
42030,Tu,2:00- 2:50p,RH 204
42031,Tu,3:00- 3:50p,RH 204
42032,M,2:00- 2:50p,RH 204
42033,M,3:00- 3:50p,RH 204
42034,M,4:00- 4:50p,RH 204
42050,MWF,11:00-11:50 ,ALP 1300
42051,M,12:00-12:50p,RH 184
42052,M,2:00- 2:50p,RH 184
42053,M,3:00- 3:50p,RH 184
42054,M,4:00- 4:50p,RH 184
42055,W,12:00-12:50p,RH 184
42056,W,2:00- 2:50p,RH 184
42057,Th,11:00-11:50 ,RH 184
42058,Th,1:00- 1:50p,RH 184
42059,Th,4:00- 4:50p,RH 184
42060,Tu,1:00- 1:50p,RH 184
42061,Tu,2:00- 2:50p,RH 184
42062,Tu,3:00- 3:50p,RH 184
42110,TuTh,12:30- 1:50p,MSTB 118
42111,W,9:00-10:50 ,RH 204
42112,W,2:00- 3:50p,RH 204
42113,F,10:00-11:50 ,RH 204
42114,F,1:00- 2:50p,RH 204
42120,M,10:00-10:50 ,CRH 3101
42121,Th,2:00- 2:50p,CRH 3101
42122,Th,3:00- 3:50p,CRH 3101
42124,M,11:00-11:50 ,CRH 3101
42125,MWF,10:00-10:50 ,PSCB 120
42126,W,9:00- 9:50 ,DBH 1200
42127,W,11:00-11:50 ,SSPA 1170
42130,W,2:00- 3:20p,SSPA 1170
42131,Th,1:00- 3:50p,RH 204
42132,F,1:00- 3:50p,SSL 168
42135,Tu,11:00-12:20p,SSPA 1170
42136,W,9:00-11:50 ,MSTB 210
42140,MWF,1:00- 1:50p,SSTR 100
42141,F,2:00- 2:50p,MSTB 124
42144,TuTh,11:00-12:20p,ALP 3610
42146,M,2:00- 4:50p,ALP 3610
42155,MWF,10:00-10:50 ,SSPA 1170
42156,Tu,4:00- 4:50p,RH 188
42170,TuTh,11:00-12:20p,PSCB 120
42180,M,10:00-11:20 ,BS3 2130
42190,F,11:00-11:50 ,PSCB 140
42700,TuTh,9:30-10:50 ,RH 190
42710,MWF,11:00-11:50 ,PSCB 210
42715,TuTh,11:00-12:20p,PSCB 240
42720,F,3:00- 3:50p,DBH 1427
42734,F,11:00-11:50 ,CRH 3101
42790,W,3:30- 4:20p,CRH 3101
23010,MWF,1:00- 1:50p,HIB 110
23011,Th,1:00- 1:50p,HICF 100Q
23012,Th,2:00- 2:50p,HICF 100Q
23020,MWF,3:00- 3:50p,DBH 1420
23030,TuTh,3:30- 4:50p,HH 112
23031,MWF,12:00-12:50p,HH 242
23130,TuTh,9:30-10:50 ,HIB 110
23131,W,9:00- 9:50 ,HH 254
23132,W,10:00-10:50 ,HH 254
23144,MWF,12:00-12:50p,HH 214
23150,TuTh,12:30- 1:50p,HH 112
23160,MWF,11:00-11:50 ,HH 242
23182,W,2:00- 4:50p,HIB 469
23197,Tu,2:00- 4:50p,HIB 469
9707,M,9:00-10:50 W 11:00-11:50 ,SH 351TBA
9709,TuTh,9:30-10:50 ,SH 351
9710,Th,11:00-12:50p,SH 351
9718,TuTh,9:30-10:50 ,BS3 2130
9720,TuTh,10:00-11:50 ,SH 267
9721,TuTh,2:00- 4:50p,SH 267
9955,TuTh,12:30- 1:50p,SH 267
9962,Tu,8:00- 9:20 ,ALP 1110
9966,Tu,11:00-12:20p,BS3 2130
9975,Tu,11:00-12:20p,SH 351
62000,M,7:00- 9:50p,ELH 100
62004,W,5:00- 5:50p,DBH 1200
62005,Th,7:00- 7:50p,ALP 2100
62006,Th,8:00- 8:50p,ALP 2100
62015,TuTh,12:30- 1:50p,HH 178
62016,M,4:00- 4:50p,SSTR 100
62017,M,5:00- 5:50p,SSTR 100
62018,Tu,6:00- 6:50p,SSTR 100
62026,Tu,6:00- 6:50p,SE2 1304
62027,Tu,7:00- 7:50p,SE2 1304
62028,Tu,8:00- 8:50p,SE2 1304
62029,W,12:00-12:50p,SH 128
62030,W,1:00- 1:50p,SH 128
62031,F,1:00- 1:50p,SE2 1304
62032,F,2:00- 2:50p,SE2 1304
62033,F,3:00- 3:50p,SE2 1304
62040,MWF,4:00- 4:50p,PSLH 100
62041,M,5:00- 5:50p,SST 155
62042,M,6:00- 6:50p,SST 155
62043,Tu,6:00- 6:50p,SST 155
62044,Tu,7:00- 7:50p,SST 155
62045,Tu,8:00- 8:50p,SST 155
62046,W,7:00- 7:50p,SST 155
62047,W,8:00- 8:50p,SST 155
62048,Th,9:00- 9:50 ,SST 155
62049,Th,10:00-10:50 ,SST 155
62050,Th,11:00-11:50 ,SST 155
62055,TuTh,9:30-10:50 ,EH 1200
62056,Tu,4:00- 4:50p,SST 155
62057,Tu,5:00- 5:50p,SST 155
62058,W,3:00- 3:50p,SST 155
62059,W,4:00- 4:50p,SST 155
62060,W,5:00- 5:50p,SST 155
62061,F,3:00- 3:50p,SST 155
62062,F,4:00- 4:50p,SST 155
62070,TuTh,9:30-10:50 ,HH 178
62071,Tu,7:00- 7:50p,SSTR 100
62072,Tu,8:00- 8:50p,SSTR 100
62073,W,5:00- 5:50p,SE 101
62081,M,5:00- 5:50p,SE2 1304
62082,M,6:00- 6:50p,SE2 1304
62083,M,7:00- 7:50p,SE2 1304
62084,Th,7:00- 7:50p,SH 128
62085,Th,8:00- 8:50p,SH 128
62086,F,4:00- 4:50p,SE2 1304
62087,F,5:00- 5:50p,SE2 1304
62088,F,6:00- 6:50p,SE2 1304
62095,MWF,8:00- 8:50 ,HIB 100
62096,M,7:00- 7:50p,ALP 2100
62097,M,8:00- 8:50p,ALP 2100
62098,Tu,5:00- 5:50p,SH 128
62099,Tu,6:00- 6:50p,SH 128
62100,F,12:00-12:50p,SH 128
62101,F,1:00- 1:50p,SH 128
62111,M,6:00- 6:50p,SH 128
62112,M,7:00- 7:50p,SH 128
62113,M,8:00- 8:50p,SH 128
62114,Th,5:00- 5:50p,SE2 1304
62115,Th,6:00- 6:50p,SE2 1304
62116,Th,7:00- 7:50p,SE2 1304
62126,W,8:00- 8:50p,SH 128
62130,W,7:00- 9:50p,DBH 1100
62132,M,5:00- 5:50p,DBH 1200
62133,Tu,6:00- 6:50p,SE 101
62134,Tu,7:00- 7:50p,SE 101
62135,Tu,8:00- 8:50p,SE 101
62145,MWF,10:00-10:50 ,ELH 100
62146,M,6:00- 6:50p,SE 101
62147,M,7:00- 7:50p,SE 101
62148,M,8:00- 8:50p,SE 101
62149,Tu,3:00- 3:50p,SE 101
62150,Tu,4:00- 4:50p,SE 101
62151,Tu,5:00- 5:50p,SE 101
62160,MWF,11:00-11:50 ,SSH 100
62161,M,4:00- 4:50p,SE 101
62162,M,5:00- 5:50p,SE 101
62163,W,1:00- 1:50p,SE 101
62164,Th,7:00- 7:50p,SE 101
62165,Th,8:00- 8:50p,SE 101
62175,TuTh,11:00-12:20p,SSH 100
62176,W,1:00- 1:50p,DBH 1200
62177,W,2:00- 2:50p,DBH 1200
62179,Th,4:00- 4:50p,SE 101
62180,Th,5:00- 5:50p,SE 101
62191,Th,5:00- 5:50p,ON LINE
62192,Th,8:00- 8:50p,ON LINE
62193,F,12:00-12:50p,ON LINE
62194,F,1:00- 1:50p,ON LINE
62195,F,2:00- 2:50p,ON LINE
62205,TuTh,3:30- 4:50p,SSPA 1100
62206,M,12:00-12:50p,SH 128
62207,M,1:00- 1:50p,SH 128
62208,Th,6:00- 6:50p,SH 174
62210,Th,7:00- 7:50p,SH 174
62220,TuTh,3:30- 4:50p,PCB 1100
62221,Tu,7:00- 7:50p,SH 174
62222,Tu,8:00- 8:50p,SH 174
62223,W,6:00- 6:50p,SH 174
62224,W,7:00- 7:50p,HH 143
62225,F,4:00- 4:50p,SH 174
62235,TuTh,11:00-12:20p,PCB 1100
62236,M,2:00- 2:50p,SST 155
62237,M,3:00- 3:50p,SST 155
62238,M,4:00- 4:50p,SST 155
62239,W,2:00- 2:50p,SST 155
62240,Th,7:00- 7:50p,SST 155
62241,Th,8:00- 8:50p,SST 155
62250,TuTh,9:30-10:50 ,SSPA 1100
62251,M,7:00- 7:50p,SST 155
62252,M,8:00- 8:50p,SST 155
62253,W,6:00- 6:50p,SST 155
62254,Th,4:00- 4:50p,SST 155
62266,M,1:00- 1:50p,ON LINE
62267,W,11:00-11:50 ,ON LINE
62268,W,12:00-12:50p,ON LINE
62269,Th,5:00- 5:50p,ON LINE
62270,Th,6:00- 6:50p,ON LINE
62271,F,1:00- 1:50p,ON LINE
62272,F,2:00- 2:50p,ON LINE
62280,TuTh,5:00- 6:20p,RH 101
62281,M,8:00- 8:50p,DBH 1200
62295,TuTh,12:30- 1:50p,SST 155
62296,W,1:00- 1:50p,SST 155
62300,TuTh,8:00- 9:20 ,SSL 228
62301,W,7:00- 7:50p,SE2 1304
62302,F,2:00- 2:50p,DBH 1200
62310,M,7:00- 9:50p,EH 1200
62311,Tu,7:00- 7:50p,SH 128
62312,Th,5:00- 5:50p,SH 128
62313,Th,6:00- 6:50p,SH 128
62314,F,3:00- 3:50p,SE 101
62315,F,4:00- 4:50p,SE 101
62316,F,5:00- 5:50p,SE 101
62325,MWF,9:00- 9:50 ,DBH 1100
62326,M,6:00- 6:50p,SST 220A
62327,M,7:00- 7:50p,SST 220A
62328,Th,7:00- 7:50p,SST 220B
62329,Th,8:00- 8:50p,SST 220B
62330,F,4:00- 4:50p,DBH 1200
62340,MWF,8:00- 8:50 ,SSTR 100
62350,TuTh,2:00- 3:20p,PSLH 100
62351,M,6:00- 6:50p,SH 174
62352,M,7:00- 7:50p,SH 174
62353,M,8:00- 8:50p,SH 174
62355,Th,5:00- 5:50p,ALP 2500
62356,Th,6:00- 6:50p,ALP 2500
62357,F,4:00- 4:50p,SH 128
62358,F,5:00- 5:50p,SH 128
62365,MWF,9:00- 9:50 ,SSL 228
62366,Tu,8:00- 8:50p,DBH 1200
62367,W,6:00- 6:50p,SE 101
62375,TuTh,12:30- 1:50p,SSL 140
62376,M,4:00- 4:50p,SH 174
62377,Th,8:00- 8:50p,SE2 1304
62385,TuTh,11:00-12:20p,SE2 1304
62395,TuTh,12:30- 1:50p,HH 262
62396,Tu,5:00- 5:50p,SSTR 100
62397,W,6:00- 6:50p,SSTR 100
62400,TuTh,2:00- 3:20p,HH 178
62401,Tu,4:00- 4:50p,SSTR 100
62402,Tu,5:00- 5:50p,SSTR 101
62403,Th,4:00- 4:50p,SSTR 100
62404,Th,5:00- 5:50p,SSTR 100
62410,MWF,1:00- 1:50p,SSL 228
62411,Tu,6:00- 6:50p,SH 174
62412,W,7:00- 7:50p,SH 128
62420,TuTh,9:30-10:50 ,SSTR 100
62605,MW,9:30-10:50 ,SSPA 3132
62606,F,9:00-10:20 ,SSPA 3132
62610,F,1:00- 3:50p,SSPA 3132
62611,M,11:00-12:20p,SSPA 3132
62620,TuTh,3:30- 4:50p,SSPB 3218
62625,F,10:30-11:50 ,SSPA 3132
62630,TuTh,11:00-12:20p,SSPB 3218
62640,TuTh,8:00- 9:20 ,SSPB 3266
62645,TuTh,2:00- 3:20p,SSPB 3218
62650,MW,9:30-10:50 ,SSPB 3218
62652,MW,12:30- 1:50p,SSPB 3218
62655,TuTh,12:30- 1:50p,SSPB 3266
62665,TuTh,9:30-10:50 ,SSPB 3266
62670,M,12:30- 1:50p,SSPA 3132
62675,MW,2:00- 3:20p,SSPA 3132
15205,MW,8:30- 9:50 ,MSTB 124
15215,TuTh,6:00- 7:20p,DBH 1200
15216,F,12:00-12:50p,RH 114
15220,MW,1:00- 2:20p,SSTR 101
15221,F,1:00- 3:50pF 1:00- 3:50p,ET 202ET 203
15245,W,3:00- 5:50p,ET 202
15260,M,9:00-10:50 ,RH 108
12000,TuTh,11:00-12:20pTuTh 11:00-12:20p,MPAA 320MPAA 330
12001,M,11:00-11:50 ,MPAA 330
12002,M,12:00-12:50p,MPAA 330
12003,W,1:00- 1:50p,EDUC 2009
12004,W,2:00- 2:50p,EDUC 2009
12007,MWF,10:00-10:50 ,MPAA 330
12008,M,2:00- 2:50p,MPAA 320
12009,W,11:00-11:50 ,MPAA 330
12012,TuTh,9:30-10:50 TuTh 9:30-10:50 ,MPAA 320MPAA 330
12013,M,11:00-11:50 ,EDUC 2010
12014,M,12:00-12:50p,EDUC 2010
12015,W,1:00- 1:50p,EDUC 2010
12016,W,2:00- 2:50p,EDUC 2010
12020,TuTh,12:30- 1:50pTuTh 12:30- 1:50p,MPAA 320MPAA 330
12021,M,1:00- 1:50p,EDUC 2010
12022,M,2:00- 2:50p,EDUC 2010
12023,F,11:00-11:50 ,EDUC 2010
12024,F,12:00-12:50p,EDUC 2010
12027,TuTh,9:30-10:50 ,ALP 1700
12028,W,12:00-12:50p,MPAA 320
12029,F,2:00- 2:50p,MPAA 320
12030,TuTh,11:00-12:20p,ALP 1700
12031,W,2:00- 2:50p,MPAA 320
12032,F,12:00-12:50p,MPAA 320
12035,MWF,10:00-10:50 ,MPAA 320
12037,Th,2:00- 3:20p,SST 220B
12041,MW,4:00- 5:50p,ALP 2600
12045,TuTh,11:00-12:20p,EDUC 2009
12047,TuTh,9:30-10:50 ,EDUC 2009
12051,W,9:00-10:20 ,EDUC 2001
12052,W,10:30-11:50 ,EDUC 2001
12056,M,1:00- 3:50p,EDUC 2001
12060,TuTh,11:00-12:20p,EDUC 2001
12063,TuTh,12:30- 1:50p,SSL 270
12070,TuTh,8:00- 9:20 ,EDUC 2009
12074,TuTh,2:00- 3:20pTuTh 2:00- 3:20p,MPAA 320MPAA 330
12075,TuTh,3:30- 4:50pTuTh 3:30- 4:50p,MPAA 320MPAA 330
12080,MWF,1:00- 1:50p,MPAA 320
12084,MWF,2:00- 2:50p,ALP 2500
12087,TuTh,3:30- 4:50p,SST 220B
12095,TuTh,9:30-10:50 ,SE2 1304
12100,MWF,11:00-11:50 ,MPAA 320
12120,Tu,5:00- 7:50p,ALP 2500
12122,Th,5:00- 6:20p,ALP 2100
12124,Th,5:00- 6:20p,RH 192
12140,MWF,2:00- 2:50p,MPAA 330
12146,TuTh,12:30- 1:50p,ALP 2500
12160,M,5:00- 6:20p,ALP 2200
12165,MWF,12:00-12:50p,ALP 1600
12186,TuTh,9:30-10:50 ,SSL 152
12187,MWF,12:00-12:50p,SSL 152
12195,TuTh,8:00- 9:20 ,ALP 2100
12197,TuTh,2:00- 3:20p,ALP 1100
12198,TuTh,12:30- 1:50p,EDUC 2009
12312,W,9:00-11:50 ,EDUC 2024
12315,M,9:00-11:50 ,EDUC 2024
12320,Tu,1:00- 3:50p,EDUC 2024
12325,Th,9:00-11:50 ,EDUC 2024
12330,Tu,9:00-11:50 ,EDUC 2024
12335,W,2:00- 4:50p,EDUC 2024
12340,Th,1:00- 3:50p,EDUC 2024
12345,F,1:00- 3:50p,EDUC 2024
12370,M,1:00- 3:50p,EDUC 2024
12374,F,9:00-11:50 ,EDUC 2024
12700,W,1:00- 3:50p,EDUC 2001
12701,F,1:00- 3:50p,EDUC 2009
12706,Th,9:00-11:50 ,EDUC 2010
12707,Tu,9:00-11:50 ,EDUC 2010
12720,W,4:30- 7:20p,ON LINE
12722,W,4:30- 7:20p,ON LINE
12763,W,9:00-11:50 ,EDUC 2010
12770,M,9:00-11:50 ,EDUC 2010
12776,M,9:00-11:50 ,EDUC 2009
12780,W,9:00-11:50 ,EDUC 2009
12785,M,4:30- 7:20p,EDUC 2001
12786,W,4:30- 7:20p,EDUC 2001
12795,F,9:00-11:50 ,EDUC 2009
12803,M,1:00- 3:50p,EDUC 2009
12829,M,4:30- 7:20p,EDUC 2010
12834,M,4:30- 7:20p,MPAA 330
12840,M,5:00- 7:50p,MPAA 320
12847,M,4:30- 7:20p,EDUC 2005
12855,M,4:30- 7:20p,EDUC 2024
12860,M,4:30- 7:20p,SSL 152
12875,Tu,4:30- 7:20p,EDUC 2001
12876,Th,4:30- 7:20p,EDUC 2001
12885,Th,1:00- 3:50p,EDUC 2010
12886,Tu,1:00- 3:50p,EDUC 2010
12910,F,1:00- 3:50p,EDUC 2001
12911,F,9:00-11:50 ,EDUC 2001
16400,Tu,2:00- 2:50p,MDE AUD
16405,TuTh,9:30-10:50 ,MDE AUD
16406,W,7:00- 7:50p,PCB 1300
16407,Th,7:00- 7:50p,PCB 1300
16410,W,8:00- 9:50p,PCB 1300
16411,Th,8:00- 9:50p,PCB 1300
16420,MWF,11:00-11:50 ,RH 101
16421,M,9:00- 9:50 ,ELH 110
16422,M,10:00-10:50 ,ELH 110
16423,M,8:00- 8:50 ,ELH 110
16425,Tu,8:00- 9:50 ,PCB 1300
16426,Tu,10:00-11:50 ,PCB 1300
16427,Tu,6:00- 7:50p,ELH 110
16435,MWF,12:00-12:50p,RH 101
16436,M,7:00- 7:50p,ELH 110
16437,M,8:00- 8:50p,ELH 110
16438,M,9:00- 9:50p,ELH 110
16441,Tu,8:00- 9:50p,ELH 110
16442,W,8:00- 9:50p,ELH 110
16443,Th,8:00- 9:50p,ELH 110
16450,TuTh,11:00-12:20p,HH 178
16451,W,8:00- 8:50 ,ELH 110
16452,W,1:00- 1:50p,ELH 110
16453,Th,2:00- 2:50p,ELH 110
16470,MWF,10:00-10:50 ,RH 101
16471,M,1:00- 1:50p,ELH 110
16472,Tu,12:00-12:50p,PCB 1300
16473,Th,8:00- 8:50 ,PCB 1300
16476,M,3:00- 4:50p,ELH 110
16477,M,7:00- 8:50p,PCB 1200
16490,TuTh,12:30- 1:50p,RH 101
16491,Th,4:00- 4:50p,SSTR 101
16492,F,3:00- 3:50p,SSTR 101
16493,F,11:00-11:50 ,PCB 1300
16650,TuTh,5:00- 6:20p,SSL 270
16651,W,3:00- 3:50p,PCB 1300
16652,W,4:00- 4:50p,SSTR 101
16653,W,9:00- 9:50 ,ELH 110
16660,M,2:00- 4:50p,ET 202
16661,Tu,11:00- 1:50p,ET 202
16662,Tu,7:00- 9:50p,ET 202
16663,W,8:00-10:50 ,ET 202
16664,Th,7:00- 9:50p,ET 202
16780,MWF,9:00- 9:50 ,ELH 100
16781,Tu,8:00- 8:50 ,MSTB 120
16782,Tu,2:00- 2:50p,ELH 110
16783,W,2:00- 2:50p,MSTB 120
16790,F,5:00- 5:50p,SSPA 1100
16791,W,11:00- 1:50p,MSTB 224
16792,W,2:00- 4:50p,MSTB 224
16793,Th,8:00-10:50 ,MSTB 224
16794,Th,11:00- 1:50p,ECT 123
16805,TuTh,3:30- 4:50p,EH 1200
16806,W,5:00- 5:50p,RH 184
16807,W,6:00- 6:50p,RH 184
16809,Th,8:00- 8:50p,DBH 1300
16815,TuTh,5:00- 6:20p,EH 1200
16818,W,7:00- 7:50p,DBH 1300
16819,W,8:00- 8:50p,DBH 1300
16840,TuTh,7:00- 8:20p,RH 101
16841,F,10:00-10:50 ,MSTB 120
16842,F,3:00- 3:50p,MSTB 120
16843,F,4:00- 4:50p,MSTB 120
16855,MW,8:00- 9:20 ,PCB 1300
16856,F,8:00- 8:50 ,PCB 1300
16860,MWF,2:00- 2:50p,PCB 1100
16870,TuTh,2:00- 3:20p,EH 1200
16871,Tu,5:00- 5:50p,SH 134
16872,Tu,6:00- 6:50p,SH 134
16873,W,11:00-11:50 ,SH 174
16874,W,12:00-12:50p,SH 174
16885,TuTh,11:00-12:20p,MDE AUD
16886,W,8:00- 8:50 ,MSTB 120
16887,W,12:00-12:50p,MSTB 120
16900,M,5:00- 5:50p,EH 1200
16901,W,5:00- 5:50p,EH 1200
17060,MWF,2:00- 2:50p,RH 101
17061,W,10:00-10:50 ,ELH 110
17062,F,3:00- 3:50p,ELH 110
17063,F,4:00- 4:50p,ELH 110
17065,W,11:00- 1:50pW 11:00- 1:50p,ET 203ET 204
17066,W,3:00- 5:50pW 3:00- 5:50p,ET 203ET 204
17067,Th,11:00- 1:50pTh 11:00- 1:50p,ET 203ET 204
17068,Th,2:00- 4:50pTh 2:00- 4:50p,ET 203ET 204
17069,F,8:00-10:50 F 8:00-10:50 ,ET 203ET 204
17085,MWF,1:00- 1:50p,RH 101
17086,M,6:00- 6:50p,ELH 110
17087,M,7:00- 7:50p,PCB 1300
17088,M,5:00- 5:50p,ELH 110
17095,M,10:00-12:50p,ET 203
17096,M,7:00- 9:50p,ET 203
17097,Tu,9:30-12:20p,ET 203
17098,Tu,7:00- 9:50p,ET 203
17099,W,7:00- 9:50p,ET 203
17100,Th,7:00- 9:50p,ET 203
17145,TuTh,12:30- 1:50p,SSL 228
17146,M,12:00-12:50p,MSTB 120
17147,F,10:00-10:50 ,PCB 1300
17340,Tu,7:00- 9:50p,MSTB 120
17345,TuTh,9:30-10:50 ,MSTB 118
17346,F,8:00- 8:50 ,MSTB 120
17350,Th,7:00- 9:50p,MSTB 120
17360,TuTh,11:00-12:20p,DBH 1200
17365,TuTh,3:30- 4:50p,DBH 1600
17370,TuTh,12:30- 1:50p,ELH 110
17371,F,1:00- 1:50p,ELH 110
17375,MW,12:30- 1:50p,DBH 1422
17380,MW,11:00-12:20p,ELH 110
17385,MW,3:30- 4:50p,DBH 1200
17390,TuTh,2:00- 3:20p,DBH 1422
17395,MW,9:30-10:50 ,DBH 1431
17400,W,5:00- 7:50p,DBH 1422
17405,M,5:00- 7:50p,DBH 1422
17445,F,9:00-10:20 ,MDE AUD
17780,TuTh,2:00- 3:20p,MSTB 120
17781,TuTh,5:00- 6:20p,DBH 1422
17874,M,11:00- 1:50p,PSCB 230
17883,TuTh,3:30- 4:50p,PSCB 140
17888,TuTh,12:30- 1:50p,BS3 2120
17897,MW,4:00- 5:20p,DBH 1425
23300,MWF,11:00-11:50 ,HIB 110
23301,W,12:00-12:50p,SE2 1306
23302,W,1:00- 1:50p,SE2 1306
23310,TuTh,8:00- 9:20 ,HG 1800
23311,F,1:00- 1:50p,SSTR 102
23312,F,2:00- 2:50p,SSTR 102
23313,F,3:00- 3:50p,SSTR 102
23314,F,4:00- 4:50p,SSTR 102
23330,MWF,2:00- 2:50p,HH 142
23335,TuTh,8:00- 9:20 ,HH 112
23340,TuTh,5:00- 6:20p,HH 230
23360,TuTh,2:00- 3:20p,HIB 110
23361,W,11:00-11:50 ,SSTR 102
23362,F,11:00-11:50 ,SSTR 102
23370,TuTh,12:30- 1:50p,HG 2320
23375,MWF,4:00- 4:50p,HG 2320
23380,MWF,10:00-10:50 ,HG 2320
23390,MWF,10:00-10:50 ,HIB 110
23391,M,12:00-12:50p,SE2 1306
23392,W,11:00-11:50 ,HICF 100Q
23400,MWF,5:00- 5:50p,HIB 110
23401,M,6:00- 6:50p,HICF 100L
23402,W,6:00- 6:50p,HICF 100L
23410,TuTh,3:30- 4:50p,HIB 110
23411,F,10:00-10:50 ,HICF 100L
23412,F,11:00-11:50 ,HICF 100K
23415,TuTh,2:00- 3:20p,HH 105
23420,MWF,2:00- 2:50p,HIB 110
23421,M,3:00- 3:50p,SE2 1306
23422,W,3:00- 3:50p,SE2 1306
23435,MWF,10:00-10:50 ,SSTR 102
23450,TuTh,5:00- 6:20p,SE2 1306
23455,MWF,5:00- 5:50p,SE2 1306
23460,MWF,2:00- 2:50p,SSTR 100
23465,TuTh,12:30- 1:50p,SH 174
23466,W,11:00-11:50 ,HICF 100K
23467,F,11:00-11:50 ,HICF 100P
23470,MWF,2:00- 2:50p,HG 2320
23476,MWF,3:00- 3:50p,HG 2320
23480,TuTh,9:30-10:50 ,HG 2320
23801,M,6:00- 8:50p,HIB 341
23802,W,6:00- 8:50p,HIB 341
23804,Tu,2:00- 4:50p,HIB 341
23806,F,9:00-11:50 ,HIB 341
23808,W,9:00-11:50 ,HIB 341
23810,TuTh,9:30-10:50 ,HIB 341
23812,Th,11:00- 1:50p,HIB 341
23975,M,2:00- 4:50p,ALP 2100
13000,TuTh,9:30-10:50 ,PSCB 120
13001,M,2:00- 2:50p,DBH 1427
13002,M,4:00- 4:50p,DBH 1420
13010,MWF,4:00- 4:50p,HH 262
13011,Tu,2:00- 2:50p,SSTR 101
13012,W,3:00- 3:50p,SSTR 101
13040,M,3:00- 3:50p,SSH 100
13042,Tu,1:00- 1:50p,ON LINE
13045,Tu,10:00-11:50 ,ET 421
13046,Tu,1:00- 2:50p,ET 409
13047,Tu,2:00- 3:50p,ET 421
13048,Tu,3:00- 4:50p,ET 409
13049,W,10:00-11:50 ,ET 409
13050,W,1:00- 2:50p,ET 409
13051,W,2:00- 3:50p,ET 421
13052,W,3:00- 4:50p,ET 409
13053,Th,10:00-11:50 ,ET 421
13054,Th,1:00- 2:50p,ET 421
13055,Th,2:00- 3:50p,ET 409
13056,Th,3:00- 4:50p,ET 421
13057,F,1:00- 2:50p,ET 409
13058,F,2:00- 3:50p,ET 421
13059,F,3:00- 4:50p,ET 409
13080,TuTh,5:00- 6:20p,ELH 100
13081,W,2:00- 2:50p,PCB 1300
13082,Th,8:00- 8:50 ,MSTB 120
13083,F,10:00-10:50 ,ELH 110
13084,F,11:00-11:50 ,ELH 110
